audio_path,audio_filename.wav,subtitle,text_for_tts,original_english
\voice\fuel\one_gallon_remaining,2.wav,Sie haben noch ein Gallone übrig,Sie haben noch ein Gallone übrig,you've got 1 gallon left
\voice\fuel\one_gallon_remaining,3.wav,ein Gallone übrig,ein Gallone übrig,1 gallon remaining
\voice\fuel\one_gallon_remaining,4.wav,Sie haben noch ein Gallone,Sie haben noch ein Gallone,you've got 1 gallon left
\voice\fuel\one_lap_fuel,1.wav,du hast nur noch genug Treibstoff für diese Runde,du hast nur noch genug Treibstoff für diese Runde,you've only got enough fuel for this lap
\voice\fuel\one_lap_fuel,2.wav,dies ist die letzte Runde an Treibstoff,dies ist die letzte Runde an Treibstoff,this is the last lap of fuel
\voice\fuel\one_lap_fuel,3.wav,"wir denken, dass du beim nächsten Rennzug aus dem Sprit bist","wir denken, dass du beim nächsten Rennzug aus dem Sprit bist",we think you'll be out of fuel on the next lap
\voice\fuel\one_litre_remaining,1.wav,ein Liter verbleibend,ein Liter verbleibend,one liter remaining
\voice\fuel\one_litre_remaining,2.wav,ein Liter verbleibend,ein Liter verbleibend,one liter remaining
\voice\fuel\one_litre_remaining,3.wav,ein Liter verbleibend,ein Liter verbleibend,one liter remaining
\voice\fuel\pit_window_for_fuel_closes_on_lap,1_op_prefix_ok.wav,wir müssen vor Runde tanken,wir müssen vor Runde tanken,we'll need to pit for fuel by lap
\voice\fuel\pit_window_for_fuel_closes_on_lap,2_op_prefix_ok.wav,wir müssen an der Rennstrecke tanken,wir müssen an der Rennstrecke tanken,we'll need to pit for fuel by lap
\voice\fuel\pit_window_for_fuel_closes_on_lap,3_op_prefix_ok.wav,"wir müssen an der Tankstelle halt machen, um zu tanken, bis zur Runde","wir müssen an der Tankstelle halt machen, um zu tanken, bis zur Runde",we'll need to pit to refuel by lap
\voice\fuel\pit_window_for_fuel_closes_on_lap,4.wav,wir müssen beim Rennen tanken,wir müssen beim Rennen tanken,we'll need to refuel by lap
\voice\fuel\pit_window_for_fuel_closes_on_lap,5.wav,wir müssen an einer Runde für Tanken ins Boxenstadion,wir müssen an einer Runde für Tanken ins Boxenstadion,we'll need to pit for fuel by lap
\voice\fuel\pit_window_for_fuel_opens_after,1.wav,"wir prognostizieren, dass Ihr Tankfenster nach","wir prognostizieren, dass Ihr Tankfenster nach",we predict your refuel window will open after
\voice\fuel\pit_window_for_fuel_opens_after,1_op_prefix_ok.wav,unser Tankfenster wird nach,unser Tankfenster wird nach,our refueling window will open after
\voice\fuel\pit_window_for_fuel_opens_after,2.wav,"wir denken, dass Ihr Boxenfenster für die Tankung nach","wir denken, dass Ihr Boxenfenster für die Tankung nach",we think your pit window for fuel should open after
\voice\fuel\pit_window_for_fuel_opens_after,2_op_prefix_ok.wav,"wir glauben, dass unser Tankfenster nach","wir glauben, dass unser Tankfenster nach",we think our refueling window will open after
\voice\fuel\pit_window_for_fuel_opens_after,3.wav,unseren Tankfenster wird nach,unseren Tankfenster wird nach,our refueling window will open after
\voice\fuel\pit_window_for_fuel_opens_after,4.wav,unseren Tankfenster öffnet sich nach,unseren Tankfenster öffnet sich nach,our refueling window opens after
\voice\fuel\pit_window_for_fuel_opens_after,5.wav,"wir denken, dass Ihr Boxenfenster für die Tankung nach","wir denken, dass Ihr Boxenfenster für die Tankung nach",we think your pit window for refuel will open after
\voice\fuel\pit_window_for_fuel_opens_after,5_op_prefix_ok.wav,unser Treibstofffenster wird nach,unser Treibstofffenster wird nach,our fuel window will open after
\voice\fuel\pit_window_for_fuel_opens_on_lap,1.wav,"wir denken, dass das Boxenfenster fürs Nachtanken im Lap öffnet","wir denken, dass das Boxenfenster fürs Nachtanken im Lap öffnet",we think the pit window for refueling will open on lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,1_op_prefix_ok.wav,das Benzinfenster öffnet sich im Rennen,das Benzinfenster öffnet sich im Rennen,the fuel window opens on lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,2.wav,"wir prognostizieren, dass das Treibstofffenster im Rennen auf Lap sich öffnen wird","wir prognostizieren, dass das Treibstofffenster im Rennen auf Lap sich öffnen wird",we predict the fuel window will open on lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,3.wav,das Pit-Window für die Tankfüllung sollte sich ungefähr am Lap öffnen,das Pit-Window für die Tankfüllung sollte sich ungefähr am Lap öffnen,the pit window for refueling should open about lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,3_op_prefix_ok.wav,Ihre Tankfenster wird im Rennen auf Lap öffnen,Ihre Tankfenster wird im Rennen auf Lap öffnen,your refuel window will open on lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,4.wav,das Pit-Window für Treibstoff wird im Rennen aufgangen,das Pit-Window für Treibstoff wird im Rennen aufgangen,the pit window for fuel will open on lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,4_op_prefix_ok.wav,unser Treibstofffenster öffnet sich im Rennen,unser Treibstofffenster öffnet sich im Rennen,our fuel window opens on lap
\voice\fuel\pit_window_for_fuel_opens_on_lap,5.wav,unseren Tankfenster öffnet sich im Rennen,unseren Tankfenster öffnet sich im Rennen,our refueling window opens on lap
\voice\fuel\plenty_of_fuel,1.wav,"es ist in Ordnung, du hast jede Menge","es ist in Ordnung, du hast jede Menge","it's fine, you got loads"
\voice\fuel\plenty_of_fuel,2.wav,du hast viel Treibstoff,du hast viel Treibstoff,you got loads of fuel
\voice\fuel\plenty_of_fuel,3.wav,du hast genug Treibstoff,du hast genug Treibstoff,you got plenty of fuel
\voice\fuel\ten_minutes_fuel,1_op_prefix_ok.wav,zehn Minuten Treibstoff vorhanden,zehn Minuten Treibstoff vorhanden,10 minutes of fuel remaining
\voice\fuel\ten_minutes_fuel,2_op_prefix_ok.wav,Sie haben zehn Minuten Treibstoff übrig,Sie haben zehn Minuten Treibstoff übrig,you've got 10 minutes of fuel remaining
\voice\fuel\ten_minutes_fuel,3.wav,Sie haben zehn Minuten Treibstoff übrig,Sie haben zehn Minuten Treibstoff übrig,you've got 10 minutes of fuel remaining
\voice\fuel\three_laps_fuel,1.wav,du hast etwa drei Runden Treibstoff übrig,du hast etwa drei Runden Treibstoff übrig,you've got about 3 laps of fuel left
\voice\fuel\three_laps_fuel,2.wav,wir schätzen noch drei Runden an Treibstoff,wir schätzen noch drei Runden an Treibstoff,we estimate 3 laps of fuel left
\voice\fuel\three_laps_fuel,3.wav,drei Rundenbatterie übrig,drei Rundenbatterie übrig,3 laps of fuel remaining
\voice\fuel\two_laps_fuel,1.wav,nur noch zwei Runden an Treibstoff,nur noch zwei Runden an Treibstoff,only 2 laps of fuel left
\voice\fuel\two_laps_fuel,2.wav,zwei Runden an Treibstoff verbleiben,zwei Runden an Treibstoff verbleiben,2 laps of fuel remaining
\voice\fuel\two_laps_fuel,3.wav,nur noch zwei Runden an Sprit,nur noch zwei Runden an Sprit,only 2 more laps of fuel
\voice\fuel\two_minutes_fuel,1.wav,Sie haben zwei Minuten Treibstoff übrig,Sie haben zwei Minuten Treibstoff übrig,you've got 2 minutes of fuel remaining
\voice\fuel\two_minutes_fuel,2.wav,zwei Minuten Treibstoff vorhanden,zwei Minuten Treibstoff vorhanden,2 minutes of fuel remaining
\voice\fuel\two_minutes_fuel,3.wav,zwei Minuten Treibstoff vorhanden,zwei Minuten Treibstoff vorhanden,2 minutes of fuel remaining
\voice\fuel\we_estimate,1.wav,wir schätzen,wir schätzen,we estimate
\voice\fuel\we_estimate,2.wav,sollte etwa,sollte etwa,should be about
\voice\fuel\we_estimate,3.wav,wir denken über,wir denken über,we think about
\voice\fuel\we_estimate_we_will_need,1.wav,"wir schätzen, dass wir benötigen","wir schätzen, dass wir benötigen",we estimate we'll need
\voice\fuel\we_estimate_we_will_need,2.wav,wir glauben wir werden benötigen,wir glauben wir werden benötigen,we think we'll need
\voice\fuel\we_estimate_we_will_need,3.wav,wir brauchten,wir brauchten,we should need
\voice\fuel\we_estimate_we_will_need,4.wav,"wir schätzen, dass wir benötigen","wir schätzen, dass wir benötigen",we estimate that we'll need
\voice\fuel\we_estimate_we_will_need,5.wav,"wir schätzen, dass wir etwa benötigen","wir schätzen, dass wir etwa benötigen",we estimate we'll need about
\voice\fuel\we_estimate_we_will_need,6.wav,wir sollten etwa benötigen,wir sollten etwa benötigen,we should need about
\voice\fuel\we_estimate_we_will_need,7.wav,wir schätzen wir werden etwa benötigen,wir schätzen wir werden etwa benötigen,we reckon we'll need about
\voice\fuel\we_will_need_to_add,1.wav,wir müssen hinzufügen,wir müssen hinzufügen,we'll need to add
\voice\fuel\we_will_need_to_add,2.wav,"wir glauben, dass wir hinzufügen müssen","wir glauben, dass wir hinzufügen müssen",we think we'll need to add
\voice\fuel\we_will_need_to_add,3.wav,"es sieht so aus, als müssten wir hinzufügen","es sieht so aus, als müssten wir hinzufügen",it looks like we'll need to add
\voice\fuel\we_will_need_to_add,4.wav,"wir schätzen, dass wir noch hinzufügen müssen","wir schätzen, dass wir noch hinzufügen müssen",we estimate we're gonna need to add
\voice\fuel\we_will_need_to_add,5.wav,wir müssen hinzufügen,wir müssen hinzufügen,we will need to add
\voice\fuel\we_will_need_to_add,6.wav,wir müssen hinzufügen,wir müssen hinzufügen,we'll need to add
\voice\fuel\we_will_need_to_pit_for_fuel,1_op_prefix_ok.wav,wir müssen auf die Boxenstelle für Benzin,wir müssen auf die Boxenstelle für Benzin,we'll need to pit for fuel
\voice\fuel\we_will_need_to_pit_for_fuel,2_op_prefix_ok.wav,wir müssen in die Box für einen Tankstopp,wir müssen in die Box für einen Tankstopp,we'll need to pit for refueling
\voice\fuel\we_will_need_to_pit_for_fuel,3_op_prefix_ok.wav,wir müssen tanken,wir müssen tanken,we'll need to refuel
\voice\fuel\we_will_need_to_pit_for_fuel,4_op_prefix_ok.wav,wir müssen auf der Boxenrampe für Treibstoff,wir müssen auf der Boxenrampe für Treibstoff,we'll need to pit for fuel
\voice\fuel\we_will_need_to_pit_for_fuel,5_op_prefix_ok.wav,wir müssen auf die Boxenstation für Sprit,wir müssen auf die Boxenstation für Sprit,we'll need to pit for fuel
\voice\fuel\will_need_to_stop_again,1.wav,wir müssen erneut anhalten,wir müssen erneut anhalten,we'll need to stop again
\voice\fuel\will_need_to_stop_again,2.wav,"wir denken, dass wir erneut anhalten müssen","wir denken, dass wir erneut anhalten müssen",we think we'll need to stop again
\voice\fuel\will_need_to_stop_again,3.wav,wir müssen erneut anhalten,wir müssen erneut anhalten,we'll need to stop again
\voice\fuel\will_need_to_stop_again,4.wav,"wir müssen erneut anhalten, um zum Ende zu kommen","wir müssen erneut anhalten, um zum Ende zu kommen",we'll need to stop again to get to the end
\voice\incidents\incident_points,1.wav,Vorfälligpunkte,Vorfälligpunkte,incident points
\voice\incidents\incident_points,2.wav,Zusatzpunkte für Unfälle,Zusatzpunkte für Unfälle,incident points
\voice\incidents\incident_points,3.wav,Unfallpunkte,Unfallpunkte,incident points
\voice\incidents\incidents,1.wav,Vorfälle,Vorfälle,incidents
\voice\incidents\incidents,2.wav,Vorfälle,Vorfälle,incidents
\voice\incidents\incidents,3.wav,Unfälle,Unfälle,incidents
\voice\incidents\no_incident_limit,1.wav,es gibt keine Einschränkung bezüglich von Unfällen,es gibt keine Einschränkung bezüglich von Unfällen,there's no incident limit
\voice\incidents\no_incident_limit,2.wav,es gibt keine Einschränkung bezüglich von Unfällen,es gibt keine Einschränkung bezüglich von Unfällen,there's no incident limit
\voice\incidents\no_incident_limit,3.wav,es gibt keine Einschränkung bezüglich von Unfällen,es gibt keine Einschränkung bezüglich von Unfällen,there's no incident limit
\voice\incidents\no_incident_points_limit,1.wav,es gibt keine Begrenzung der Sturzpunkte,es gibt keine Begrenzung der Sturzpunkte,there's no incident points limit
\voice\incidents\no_incident_points_limit,2.wav,es gibt keine Begrenzung der Sturzpunkte,es gibt keine Begrenzung der Sturzpunkte,there's no incident points limit
\voice\incidents\no_incident_points_limit,3.wav,es gibt keine Begrenzung der Störungspunkte,es gibt keine Begrenzung der Störungspunkte,there's no incident points limit
\voice\incidents\the_incident_limit_is,1.wav,der Unfalllimit ist,der Unfalllimit ist,the incident limit is
\voice\incidents\the_incident_limit_is,2.wav,der Vorfallbegrenzung ist,der Vorfallbegrenzung ist,the incident limit is
\voice\incidents\the_incident_limit_is,3.wav,das Vorfalllimit ist,das Vorfalllimit ist,the incident limit is
\voice\incidents\the_incident_points_limit_is,1.wav,die Grenze der Einzelfehlervorteile ist,die Grenze der Einzelfehlervorteile ist,the incident points limit is
\voice\incidents\the_incident_points_limit_is,2.wav,die Grenze für Vorfallspunkte ist,die Grenze für Vorfallspunkte ist,the incident points limit is
\voice\incidents\the_incident_points_limit_is,3.wav,die Begrenzung der Einzelfehlervorgänge ist,die Begrenzung der Einzelfehlervorgänge ist,the incident points limit is
\voice\incidents\you_have,1.wav,du hast,du hast,you have
\voice\incidents\you_have,2.wav,du hast,du hast,you have
\voice\incidents\you_have,3.wav,du hast,du hast,you have
\voice\lap_counter\end_of_session,1.wav,das ist das Ende der Sitzung,das ist das Ende der Sitzung,that's the end of the session
\voice\lap_counter\end_of_session,2.wav,das ist das Ende der Sitzung,das ist das Ende der Sitzung,that's the end of the session
\voice\lap_counter\end_of_session,3.wav,das ist das Ende der Sitzung,das ist das Ende der Sitzung,that's the end of the session
\voice\lap_counter\end_of_session_pole,1.wav,"das ist das Ende der Sitzung, Pole-Position, gut gemacht, Kumpel","das ist das Ende der Sitzung, Pole-Position, gut gemacht, Kumpel","that's the end of the session, pole position, well done, mate"
\voice\lap_counter\end_of_session_pole,2.wav,"das ist das Ende der Sesssion, Pole-Position, gut so","das ist das Ende der Sesssion, Pole-Position, gut so","that's the end of the session, pole position, nice one"
\voice\lap_counter\end_of_session_pole,3.wav,"das ist das Ende der Sitzung, du stehst auf Pole Position, gut gemacht","das ist das Ende der Sitzung, du stehst auf Pole Position, gut gemacht","that's the end of the session, you're on pole, well done"
\voice\lap_counter\finished_race,1_op_suffix_bad_luck.wav,"in Ordnung, es ist vorbei","in Ordnung, es ist vorbei","okay, it's over"
\voice\lap_counter\finished_race,2.wav,da ist die gestreifte Flagge,da ist die gestreifte Flagge,there's the checkered flag
\voice\lap_counter\finished_race,3_op_suffix_bad_luck.wav,"das ist es, wir sind fertig","das ist es, wir sind fertig","that's it, we're done"
\voice\lap_counter\finished_race,4.wav,"das ist das Ende des Rennens, beim nächsten Mal kriegen wir sie","das ist das Ende des Rennens, beim nächsten Mal kriegen wir sie","that's the end of the race, we'll get 'em next time"
\voice\lap_counter\finished_race,5.wav,"da sind wir wieder, es ist vorbei, bring es zurück auf die Runde","da sind wir wieder, es ist vorbei, bring es zurück auf die Runde","there we go, it's over, bring it back round"
\voice\lap_counter\finished_race,6.wav,"in Ordnung, wir sind fertig","in Ordnung, wir sind fertig","okay, we're done"
\voice\lap_counter\finished_race,7.wav,"das ist das Ende des Rennens, vergessen Sie es","das ist das Ende des Rennens, vergessen Sie es","that's the end of the race, never mind"
\voice\lap_counter\finished_race,8.wav,"das ist das Ende des Rennens, Pech gehabt, Kumpel","das ist das Ende des Rennens, Pech gehabt, Kumpel","that's the end of the race, bad luck, mate"
\voice\lap_counter\finished_race_good_finish,1.wav,"in Ordnung, es ist vorbei, gut gemacht, Kumpel, gute Rennende","in Ordnung, es ist vorbei, gut gemacht, Kumpel, gute Rennende","okay, it's over, well done, mate, good finish"
\voice\lap_counter\finished_race_good_finish,2.wav,"in Ordnung, das ist das Ziel, gut gemacht, Kumpel","in Ordnung, das ist das Ziel, gut gemacht, Kumpel","okay, that's the finish, well done, mate"
\voice\lap_counter\finished_race_good_finish,3.wav,"in Ordnung, es ist vorbei, guter Rennfahrten","in Ordnung, es ist vorbei, guter Rennfahrten","okay, it's over, good drive"
\voice\lap_counter\finished_race_good_finish,4.wav,"gut gemacht, Kumpel, gute Rennende","gut gemacht, Kumpel, gute Rennende","well done, mate, good finish"
\voice\lap_counter\finished_race_good_finish,5.wav,"da ist die Ziellinie, guter Rennfahrer","da ist die Ziellinie, guter Rennfahrer","there's the finish, good drive"
\voice\lap_counter\finished_race_good_finish,6.wav,"und da ist die Ziellinie, guter Ergebnis, Kumpel, gut gemacht","und da ist die Ziellinie, guter Ergebnis, Kumpel, gut gemacht","and there's the finish, good result, mate, well done"
