audio_filename,original_text,text_for_tts
\voice\penalties\cut_track_in_prac_or_qual_next_invalid:1_op__prefix_oh_dear.wav,"track limits, come on, concentrate, they're gonna delete the next lap, too",
\voice\penalties\cut_track_in_prac_or_qual_next_invalid:2.wav,"track limits, they'll delete this lap and the next one",
\voice\penalties\cut_track_in_prac_or_qual_next_invalid:3.wav,"you've cut the track, they're gonna delete the lap and they'll delete the next one, too",
\voice\penalties\cut_track_in_prac_or_qual_next_invalid:4_op_prefix_bad_luck.wav,"you've gone out of track limits, they'll delete this lap and the one after it",
\voice\penalties\cut_track_in_prac_or_qual_next_invalid:5.wav,"track limits, come on, they're gonna delete this lap and they'll delete the next one, too",
\voice\penalties\cut_track_in_prac_or_qual_next_invalid:6.wav,"come on, concentrate, keep it between the white lines, you've lost this lap and the next one",
\voice\penalties\cut_track_in_prac_or_qual_next_invalid:7.wav,"track limits, they'll delete the next lap as well as this one",
\voice\penalties\cut_track_in_prac_or_qual_next_invalid:8.wav,"keep it between the white lines, they'll delete the lap and they'll delete the next one, too",
\voice\penalties\cut_track_in_race:1.wav,"the stewards have warned us for cutting the track, keep it between the white lines",
\voice\penalties\cut_track_in_race:10.wav,watch those track limits or we'll get a penalty,
\voice\penalties\cut_track_in_race:11.wav,"the stewards have warned us about track limits, keep it between the lines",
\voice\penalties\cut_track_in_race:12_op_prefix_oh_dear.wav,"come on, track limits",
\voice\penalties\cut_track_in_race:13_op_prefix_oh_dear.wav,"track limits, come on",
\voice\penalties\cut_track_in_race:14.wav,"keep it between the lines, track limits",
\voice\penalties\cut_track_in_race:15.wav,"watch those track limits, we don't want a penalty",
\voice\penalties\cut_track_in_race:16.wav,we've been warned about track limits,
\voice\penalties\cut_track_in_race:17.wav,"you've gone outside track limits, come on, keep it between the lines",
\voice\penalties\cut_track_in_race:18.wav,watch the track limits,
\voice\penalties\cut_track_in_race:19.wav,we've been warned about track limits,
\voice\penalties\cut_track_in_race:2.wav,keep it between the white lines or we'll get a penalty,
\voice\penalties\cut_track_in_race:20.wav,"watch the track limits, we'll get a penalty if we don't",
\voice\penalties\cut_track_in_race:21.wav,keep it within the track limits,
\voice\penalties\cut_track_in_race:22.wav,the stewards have warned us about track limits,
\voice\penalties\cut_track_in_race:23.wav,watch those track limits,
\voice\penalties\cut_track_in_race:3.wav,we just had a warning for cutting the track,
\voice\penalties\cut_track_in_race:4.wav,watch those track limits,
\voice\penalties\cut_track_in_race:5.wav,"track limits, come on, keep it between the white lines",
\voice\penalties\cut_track_in_race:6_op_prefix_oh_dear.wav,"track limits, come on",
\voice\penalties\cut_track_in_race:7.wav,"come on, track limits",
\voice\penalties\cut_track_in_race:8.wav,we've been warned about track limits,
\voice\penalties\cut_track_in_race:9.wav,"come on, track limits, keep it between the lines",
\voice\penalties\cut_track_prac_or_qual_1:1.wav,"they'll invalidate this lap, track limits",
\voice\penalties\cut_track_prac_or_qual_1:10.wav,"track limits, this lap will be deleted",
\voice\penalties\cut_track_prac_or_qual_1:12.wav,"this lap won't count, you cut the track",
\voice\penalties\cut_track_prac_or_qual_1:1_rq_suffix_please.wav,mind these track limits,
\voice\penalties\cut_track_prac_or_qual_1:2.wav,"track limits, this lap will be deleted",
\voice\penalties\cut_track_prac_or_qual_1:20.wav,"track limits, this lap will be deleted",
\voice\penalties\cut_track_prac_or_qual_1:21.wav,"they'll delete this lap, you've cut the track",
\voice\penalties\cut_track_prac_or_qual_1:24.wav,"this lap will be invalidated, watch the track limits",
\voice\penalties\cut_track_prac_or_qual_1:2_op_prefix_ok.wav,we need to watch the track limits,
\voice\penalties\cut_track_prac_or_qual_1:3.wav,"they'll delete this lap, track limits",
\voice\penalties\cut_track_prac_or_qual_1:3_op_prefix_ok.wav,we need to watch these track limits,
\voice\penalties\cut_track_prac_or_qual_1:4.wav,you're outside of track limits there,
\voice\penalties\cut_track_prac_or_qual_1:4_rq_suffix_please.wav,watch the track limits,
\voice\penalties\cut_track_prac_or_qual_1:5.wav,"track limits, keep it between the lines",
\voice\penalties\cut_track_prac_or_qual_1:6.wav,track limits,
\voice\penalties\cut_track_prac_or_qual_1:7.wav,"track limits, they'll invalidate this lap",
\voice\penalties\cut_track_prac_or_qual_1:8.wav,you've gone outside of track limits there,
\voice\penalties\cut_track_prac_or_qual_2:1.wav,"that's another cut, this lap will be deleted",
\voice\penalties\cut_track_prac_or_qual_2:13.wav,"the stewards have warned us for cutting the track, they'll delete this lap",
\voice\penalties\cut_track_prac_or_qual_2:14.wav,"this lap will be deleted, watch the track limits",
\voice\penalties\cut_track_prac_or_qual_2:17.wav,"this lap won't count, watch those track limits",
\voice\penalties\cut_track_prac_or_qual_2:1_op_prefix_ok.wav,"that's another cut, track limits",
\voice\penalties\cut_track_prac_or_qual_2:2.wav,"track limits, they'll delete this lap",
\voice\penalties\cut_track_prac_or_qual_2:22.wav,"track limits, the lap won't count",
\voice\penalties\cut_track_prac_or_qual_2:2_rq_suffix_please.wav,watch these track limits,
\voice\penalties\cut_track_prac_or_qual_2:3.wav,"come on, track limits, that's another cut",
\voice\penalties\cut_track_prac_or_qual_2:3_op_suffix_please.wav,stay within the track limits,
\voice\penalties\cut_track_prac_or_qual_2:4.wav,"you've gone out of track limits again, they'll delete this lap",
\voice\penalties\cut_track_prac_or_qual_2:4_op_suffix_please.wav,"they'll delete this lap, stay within the track limits",
\voice\penalties\cut_track_prac_or_qual_2:5.wav,keep it between the white lines,
\voice\penalties\cut_track_prac_or_qual_2:6.wav,watch those track limits,
\voice\penalties\cut_track_prac_or_qual_2:8.wav,"this lap won't count, track limits",
\voice\penalties\cut_track_prac_or_qual_3:11.wav,"watch those track limits, they'll delete this lap",
\voice\penalties\cut_track_prac_or_qual_3:16.wav,"come on, keep it between the white lines, this lap won't count",
\voice\penalties\cut_track_prac_or_qual_3:18.wav,"this lap will be deleted, watch those track limits",
\voice\penalties\cut_track_prac_or_qual_3:1_op_prefix_bad_luck.wav,"that's another deleted lap, track limits",
\voice\penalties\cut_track_prac_or_qual_3:23.wav,"come on, watch those track limits, this lap will be deleted",
\voice\penalties\cut_track_prac_or_qual_3:2_op_prefix_bad_luck.wav,we've got to pay attention to the track limits,
\voice\penalties\cut_track_prac_or_qual_3:3_op_prefix_oh_dear.wav,"track limits, come on",
\voice\penalties\cut_track_prac_or_qual_3:4.wav,watch those track limits,
\voice\penalties\cut_track_prac_or_qual_3:4_op_prefix_oh_dear.wav,"you keep cutting, come on, track limits",
\voice\penalties\cut_track_prac_or_qual_3:5.wav,"track limits, come on, keep it between the white lines",
\voice\penalties\cut_track_prac_or_qual_3:7.wav,"track limits, come on, this lap won't count",
\voice\penalties\cut_track_prac_or_qual_3:sweary_1.wav,just watch these fucking track limits,
\voice\penalties\cut_track_prac_or_qual_3:sweary_2.wav,"ah shit, man, that's another lap deleted, track limits",
\voice\penalties\cut_track_prac_or_qual_3:sweary_3.wav,"come on, watch these fucking track limits",
\voice\penalties\cut_track_prac_or_qual_3:sweary_4.wav,"come on, track limits, you're starting to take the piss now",
\voice\penalties\cut_track_prac_or_qual_4:1.wav,"come on, at least try and keep it on the track",
\voice\penalties\cut_track_prac_or_qual_4:15_op_prefix_oh_dear.wav,"come on, keep it between the lines, they'll delete this lap",
\voice\penalties\cut_track_prac_or_qual_4:19_op_prefix_oh_dear.wav,"come on, man, watch them track limits, this lap won't count",
\voice\penalties\cut_track_prac_or_qual_4:1_op_prefix_oh_dear.wav,"lap deleted, this is getting silly",
\voice\penalties\cut_track_prac_or_qual_4:2.wav,"another lap deleted, pay attention",
\voice\penalties\cut_track_prac_or_qual_4:2_op_prefix_oh_dear.wav,"track limits, what the hell's wrong with you",
\voice\penalties\cut_track_prac_or_qual_4:3.wav,"track limits, again",
\voice\penalties\cut_track_prac_or_qual_4:3_op_prefix_oh_dear.wav,"track limits, come on, concentrate",
\voice\penalties\cut_track_prac_or_qual_4:4.wav,"come on, you're still cutting, track limits",
\voice\penalties\cut_track_prac_or_qual_4:9_op_prefix_oh_dear.wav,"track limits, come on, this lap will be deleted",
\voice\penalties\cut_track_prac_or_qual_4:sweary_5.wav,"come on, track limits, you're taking the absolute piss now",
\voice\penalties\cut_track_prac_or_qual_4:sweary_6.wav,"come on, this is bollocks, stop cutting",
\voice\penalties\cut_track_prac_or_qual_4:sweary_7.wav,stop fucking cutting,
\voice\penalties\cut_track_prac_or_qual_4:sweary_8.wav,"bloody hell, man, track limits, come on",
\voice\penalties\cut_track_race_1:1.wav,"the stewards have warned us for cutting the track, keep it between the white lines",
\voice\penalties\cut_track_race_1:10.wav,"track limits, watch those lines",
\voice\penalties\cut_track_race_1:11.wav,"the stewards have warned us about track limits, keep it between the lines",
\voice\penalties\cut_track_race_1:16.wav,we've been warned about track limits,
\voice\penalties\cut_track_race_1:19.wav,we've been warned about track limits,
\voice\penalties\cut_track_race_1:1_op_prefix_ok.wav,"we've gone out of track limits, keep it between the white lines",
\voice\penalties\cut_track_race_1:1_rq_suffix_please.wav,"we've had a cut warning, keep it tidy",
\voice\penalties\cut_track_race_1:21.wav,keep it within the track limits,
\voice\penalties\cut_track_race_1:2_op_prefix_ok.wav,we've just cut the track,
\voice\penalties\cut_track_race_1:2_op_suffix_please.wav,"you cut the track, keep it nice and tidy",
\voice\penalties\cut_track_race_1:3.wav,we just had a warning for cutting the track,
\voice\penalties\cut_track_race_1:3_rq_suffix_please.wav,stay between the lines,
\voice\penalties\cut_track_race_1:4.wav,track limits,
\voice\penalties\cut_track_race_1:4_rq_suffix_please.wav,pay attention to track limits,
\voice\penalties\cut_track_race_2:1.wav,you gotta watch these track limits,
\voice\penalties\cut_track_race_2:10.wav,watch those track limits or we'll get a penalty,
\voice\penalties\cut_track_race_2:14.wav,"keep it between the lines, track limits",
\voice\penalties\cut_track_race_2:15.wav,"watch those track limits, we don't want a penalty",
\voice\penalties\cut_track_race_2:17.wav,"you've gone outside track limits, come on, keep it between the lines",
\voice\penalties\cut_track_race_2:2.wav,keep it between the white lines or we'll get a penalty,
\voice\penalties\cut_track_race_2:20.wav,"watch the track limits, we'll get a penalty if we don't",
\voice\penalties\cut_track_race_2:22.wav,the stewards have warned us about track limits,
\voice\penalties\cut_track_race_2:2_rq_suffix_please.wav,"come on, watch these track limits",
\voice\penalties\cut_track_race_2:3_op_prefix_ok.wav,"watch the track limits, please",
\voice\penalties\cut_track_race_2:4.wav,"come on, track limits",
\voice\penalties\cut_track_race_2:5.wav,watch those track limits,
\voice\penalties\cut_track_race_2:8.wav,we've been warned about track limits,
\voice\penalties\cut_track_race_2:9.wav,"come on, track limits, keep it between the lines",
\voice\penalties\cut_track_race_3:1.wav,you've really gotta pay attention to these track limits,
\voice\penalties\cut_track_race_3:10.wav,"track limits, come on, keep it between the white lines",
\voice\penalties\cut_track_race_3:11.wav,"come on, track limits",
\voice\penalties\cut_track_race_3:12_op_prefix_oh_dear.wav,"come on, track limits",
\voice\penalties\cut_track_race_3:18.wav,watch the track limits,
\voice\penalties\cut_track_race_3:1_op_prefix_ok.wav,"we're still cutting, get on top of it, please",
\voice\penalties\cut_track_race_3:2.wav,"come on, stop cutting",
\voice\penalties\cut_track_race_3:23.wav,watch those track limits,
\voice\penalties\cut_track_race_3:2_op_suffix_please.wav,stop this persistent cutting,
\voice\penalties\cut_track_race_3:3.wav,"track limits, please, we don't want a penalty",
\voice\penalties\cut_track_race_3:3_rq_suffix_please.wav,pay more attention to track limits,
\voice\penalties\cut_track_race_3:4.wav,"you've cut the track again, concentrate",
\voice\penalties\cut_track_race_3:4_op_prefix_oh_dear.wav,start taking these track limits seriously,
\voice\penalties\cut_track_race_3:5.wav,"come on, get it together, you keep cutting",
\voice\penalties\cut_track_race_3:5_op_prefix_oh_dear.wav,if you don't stop cutting we will get a penalty,
\voice\penalties\cut_track_race_3:6.wav,"track limits, again",
\voice\penalties\cut_track_race_3:6_op_prefix_oh_dear.wav,please watch the track limits,
\voice\penalties\cut_track_race_3:7.wav,"the stewards have warned us again, track limits",
\voice\penalties\cut_track_race_3:8.wav,we've had another warning about track limits,
\voice\penalties\cut_track_race_3:9.wav,we've had another track limits warning,
\voice\penalties\cut_track_race_3:sweary_1.wav,"come on I'm sick of telling you, watch the bloody track limits",
\voice\penalties\cut_track_race_3:sweary_2.wav,"you've cut again, stop taking the piss",
\voice\penalties\cut_track_race_3:sweary_3.wav,"shit, man, that's another cut, come on, track limits",
\voice\penalties\cut_track_race_4:1.wav,can you even see the track? stop cutting,
\voice\penalties\cut_track_race_4:13_op_prefix_oh_dear.wav,"track limits, come on",
\voice\penalties\cut_track_race_4:1_op_prefix_oh_dear.wav,are you even trying to keep it on the track,
\voice\penalties\cut_track_race_4:2_op_suffix_please.wav,start respecting the track limits,
\voice\penalties\cut_track_race_4:3.wav,"track limits again, come on",
\voice\penalties\cut_track_race_4:3_op_suffix_please.wav,pay some attention to the track limits,
\voice\penalties\cut_track_race_4:4.wav,"that's another cut, come on, pay attention",
\voice\penalties\cut_track_race_4:6_op_prefix_oh_dear.wav,"track limits, come on",
\voice\penalties\cut_track_race_4:sweary_1.wav,track fucking limits,
\voice\penalties\cut_track_race_4:sweary_2.wav,"track limits, for fuck's sake, come on, track limits",
\voice\penalties\cut_track_race_4:sweary_3.wav,"shit, I'm sick of saying this, track limits",
